# Channel Text File	
# Prj	
# Author	
# JobMode	Grid
# XCells	220
# YCells	220
# XStep	0.2
# YStep	0.2
# AcqE1	0
# AcqE2	0
# AcqE3	0
# Phase 2	
# MaterialName      Ti_beta	
# Formula           	
# Symmetry          43	
# LatticeConstants  3.327  3.327  3.327  90.000  90.000  90.000	
# NumberFamilies    4	
# hklFamilies       1  1  1 1 0.000000	
# hklFamilies       2  0  0 1 0.000000	
# hklFamilies       2  2  0 1 0.000000	
# hklFamilies       3  1  1 1 0.000000	
#	
# Phase 1	
# MaterialName      Ti_alpha	
# Formula           	
# Symmetry          62	
# LatticeConstants  2.970  2.970  4.720  90.000  90.000 120.000	
# NumberFamilies    4	
# hklFamilies       1  1  1 1 0.000000	
# hklFamilies       2  0  0 1 0.000000	
# hklFamilies       2  2  0 1 0.000000	
# hklFamilies       3  1  1 1 0.000000	
#	
# GRID: SqrGrid#	
0.0	0.0	0.0	0	0	100	0	0
0.0	0.0	0.0	0.2	0	100	0	0
0.0	0.0	0.0	0.4	0	100	0	0
0.0	0.0	0.0	0.6	0	103	0	0
0.0	0.0	0.0	0.8	0	109	0	0
0.0	0.0	0.0	1	0	121	0	0
0.0	0.0	0.0	1.2	0	118	0	0
0.0	0.0	0.0	1.4	0	97	0	0
0.0	0.0	0.0	1.6	0	98	0	0
0.0	0.0	0.0	1.8	0	135	0	0
0.0	0.0	0.0	2	0	90	0	0
0.06754773271068454	1.8377165106193976	0.5714923556022753	2.2	0	94	1.4825	1
0.0	0.0	0.0	2.4	0	93	0	0
0.0	0.0	0.0	2.6	0	98	0	0
0.7006833721641476	1.5551285060997435	0.5393870240118395	2.8	0	117	0.9673	1
0.0	0.0	0.0	3	0	128	0	0
0.0	0.0	0.0	3.2	0	124	0	0
0.0	0.0	0.0	3.4	0	126	0	0
0.0	0.0	0.0	3.6	0	118	0	0
0.0	0.0	0.0	3.8	0	120	0	0
0.0	0.0	0.0	4	0	125	0	0
0.0	0.0	0.0	4.2	0	117	0	0
0.0	0.0	0.0	4.4	0	129	0	0
0.0	0.0	0.0	4.6	0	124	0	0
2.289952263762152	0.3138643047153923	0.9552117182994885	4.8	0	124	1.8451	1
0.0	0.0	0.0	5	0	125	0	0
0.0	0.0	0.0	5.2	0	130	0	0
0.0	0.0	0.0	5.4	0	121	0	0
0.0	0.0	0.0	5.6	0	113	0	0
0.0	0.0	0.0	5.8	0	123	0	0
0.0	0.0	0.0	6	0	135	0	0
0.0	0.0	0.0	6.2	0	126	0	0
0.0	0.0	0.0	6.4	0	125	0	0
0.0	0.0	0.0	6.6	0	132	0	0
0.0	0.0	0.0	6.8	0	124	0	0
0.0	0.0	0.0	7	0	116	0	0
0.0	0.0	0.0	7.2	0	117	0	0
0.0	0.0	0.0	7.4	0	127	0	0
0.0	0.0	0.0	7.6	0	121	0	0
0.0	0.0	0.0	7.8	0	125	0	0
0.0	0.0	0.0	8	0	116	0	0
0.0	0.0	0.0	8.2	0	114	0	0
0.0	0.0	0.0	8.4	0	118	0	0
0.0	0.0	0.0	8.6	0	125	0	0
0.0	0.0	0.0	8.8	0	121	0	0
0.0	0.0	0.0	9	0	120	0	0
0.0	0.0	0.0	9.2	0	118	0	0
2.5384609693073643	0.4249684742388473	0.2656740187385768	9.4	0	120	1.0709	1
0.0	0.0	0.0	9.6	0	124	0	0
0.0	0.0	0.0	9.8	0	117	0	0
0.0	0.0	0.0	10	0	120	0	0
0.0	0.0	0.0	10.2	0	119	0	0
0.0	0.0	0.0	10.4	0	119	0	0
0.0	0.0	0.0	10.6	0	118	0	0
0.0	0.0	0.0	10.8	0	118	0	0
0.0	0.0	0.0	11	0	118	0	0
0.0	0.0	0.0	11.2	0	119	0	0
0.0	0.0	0.0	11.4	0	113	0	0
0.0	0.0	0.0	11.6	0	110	0	0
0.0	0.0	0.0	11.8	0	112	0	0
0.0	0.0	0.0	12	0	119	0	0
0.0	0.0	0.0	12.2	0	116	0	0
0.0	0.0	0.0	12.4	0	114	0	0
2.556532108382514	0.41715463517766865	0.25757045502156717	12.6	0	107	1.1024	1
3.0670426599201077	1.7272493862729201	0.3914686245760681	12.8	0	112	1.4034	1
2.5422675324059645	0.41036181372890673	0.27101821690818345	13	0	107	1.4807	1
0.0	0.0	0.0	13.2	0	104	0	0
0.0	0.0	0.0	13.4	0	109	0	0
0.0	0.0	0.0	13.6	0	106	0	0
0.0	0.0	0.0	13.8	0	111	0	0
0.0	0.0	0.0	14	0	100	0	0
0.0	0.0	0.0	14.2	0	109	0	0
0.0	0.0	0.0	14.4	0	114	0	0
0.0	0.0	0.0	14.6	0	105	0	0
0.0	0.0	0.0	14.8	0	114	0	0
0.0	0.0	0.0	15	0	106	0	0
0.0	0.0	0.0	15.2	0	108	0	0
0.0	0.0	0.0	15.4	0	107	0	0
0.0	0.0	0.0	15.6	0	116	0	0
0.0	0.0	0.0	15.8	0	110	0	0
0.0	0.0	0.0	16	0	106	0	0
0.0	0.0	0.0	16.2	0	105	0	0
0.0	0.0	0.0	16.4	0	112	0	0
0.0	0.0	0.0	16.6	0	111	0	0
0.0	0.0	0.0	16.8	0	102	0	0
0.0	0.0	0.0	17	0	115	0	0
0.0	0.0	0.0	17.2	0	109	0	0
0.0	0.0	0.0	17.4	0	118	0	0
0.0	0.0	0.0	17.6	0	114	0	0
0.0	0.0	0.0	17.8	0	110	0	0
0.0	0.0	0.0	18	0	110	0	0
0.0	0.0	0.0	18.2	0	108	0	0
0.0	0.0	0.0	18.4	0	109	0	0
1.5390557690181277	1.669822817894551	0.6981351914562358	18.6	0	97	1.6769	1
0.0	0.0	0.0	18.8	0	99	0	0
0.0	0.0	0.0	19	0	114	0	0
0.0	0.0	0.0	19.2	0	110	0	0
0.0	0.0	0.0	19.4	0	110	0	0
0.11599807274604715	1.399502732687165	0.3272963586387406	19.6	0	110	1.3368	1
0.0	0.0	0.0	19.8	0	104	0	0
0.0	0.0	0.0	20	0	105	0	0
0.0	0.0	0.0	20.2	0	108	0	0
0.0	0.0	0.0	20.4	0	104	0	0
0.0	0.0	0.0	20.6	0	110	0	0
0.0	0.0	0.0	20.8	0	105	0	0
0.039947095919646215	1.3695424107474303	0.4504275920376886	21	0	108	1.7593	1
0.0	0.0	0.0	21.2	0	109	0	0
0.0	0.0	0.0	21.4	0	113	0	0
0.0	0.0	0.0	21.6	0	114	0	0
0.0	0.0	0.0	21.8	0	109	0	0
0.0	0.0	0.0	22	0	114	0	0
0.0	0.0	0.0	22.2	0	109	0	0
