Channel Text File,,,,,,,,,,,,,,,,,,,,,,
Prj,,,,,,,,,,,,,,,,,,,,,,
Author,,,,,,,,,,,,,,,,,,,,,,
JobMode,Grid,,,,,,,,,,,,,,,,,,,,,
XCells,220,,,,,,,,,,,,,,,,,,,,,
YCells,220,,,,,,,,,,,,,,,,,,,,,
XStep,0.2,,,,,,,,,,,,,,,,,,,,,
YStep,0.2,,,,,,,,,,,,,,,,,,,,,
AcqE1,0,,,,,,,,,,,,,,,,,,,,,
AcqE2,0,,,,,,,,,,,,,,,,,,,,,
AcqE3,0,,,,,,,,,,,,,,,,,,,,,
Euler angles refer to Sample Coordinate system (CS0)!,Mag,2500,Coverage,49,Device,0,KV,15,TiltAngle,70,TiltAxis,0,DetectorOrientationE1,358.9641,DetectorOrientationE2,95.5515,DetectorOrientationE3,358.4895,WorkingDistance,24.6958,InsertionDistance,178.5
Phases,2,,,,,,,,,,,,,,,,,,,,,
2.950;2.950;4.681,90.000;90.000;120.000,Titanium-Hexagonal,9,194,,,"Z. Metallkd. [ZEMTAE], _ 59, _____ 377",,,,,,,,,,,,,,,
3.311;3.311;3.311,90.000;90.000;90.000,Titanium-Cubic,11,229,,,"Z. Metallkd. [ZEMTAE], _ 59, _____ 377",,,,,,,,,,,,,,,
Phase,X,Y,Bands,Error,Euler1,Euler2,Euler3,MAD,BC,BS,,,,,,,,,,,,
0,13,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,13.2,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,13.4,4.8,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,13.6,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,13.8,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,14,4.8,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,14.2,4.8,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,14.4,4.8,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,14.6,4.8,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,14.8,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,15,4.8,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,15.2,4.8,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,15.4,4.8,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,15.6,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,15.8,4.8,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,16,4.8,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,16.2,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,16.4,4.8,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,16.6,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,16.8,4.8,0,3,0,0,0,0,118,255,,,,,,,,,,,,
1,17,4.8,6,0,46.0387,96.5752,35.2493,1.6884,110,255,,,,,,,,,,,,
0,17.2,4.8,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,17.4,4.8,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,17.6,4.8,0,3,0,0,0,0,113,255,,,,,,,,,,,,
1,17.8,4.8,6,0,142.1351,91.8883,29.6161,1.6447,119,255,,,,,,,,,,,,
0,18,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,18.2,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,18.4,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,18.6,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,18.8,4.8,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,19,4.8,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,19.2,4.8,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,19.4,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,19.6,4.8,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,19.8,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,20,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,20.2,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,20.4,4.8,0,3,0,0,0,0,124,255,,,,,,,,,,,,
0,20.6,4.8,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,20.8,4.8,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,21,4.8,0,3,0,0,0,0,127,255,,,,,,,,,,,,
0,21.2,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,21.4,4.8,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,21.6,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,21.8,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,22,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,22.2,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,22.4,4.8,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,22.6,4.8,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,22.8,4.8,0,3,0,0,0,0,126,255,,,,,,,,,,,,
0,23,4.8,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,23.2,4.8,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,23.4,4.8,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,23.6,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,23.8,4.8,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,24,4.8,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,24.2,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,24.4,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,24.6,4.8,0,3,0,0,0,0,125,255,,,,,,,,,,,,
0,24.8,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,25,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,25.2,4.8,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,25.4,4.8,0,3,0,0,0,0,124,255,,,,,,,,,,,,
0,25.6,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,25.8,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,26,4.8,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,26.2,4.8,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,26.4,4.8,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,26.6,4.8,0,3,0,0,0,0,124,255,,,,,,,,,,,,
0,26.8,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,27,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,27.2,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,27.4,4.8,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,27.6,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,27.8,4.8,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,28,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,28.2,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,28.4,4.8,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,28.6,4.8,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,28.8,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,29,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,29.2,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,29.4,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,29.6,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,29.8,4.8,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,30,4.8,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,30.2,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,30.4,4.8,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,30.6,4.8,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,30.8,4.8,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,31,4.8,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,31.2,4.8,0,3,0,0,0,0,87,255,,,,,,,,,,,,
0,31.4,4.8,0,3,0,0,0,0,89,134,,,,,,,,,,,,
1,31.6,4.8,7,0,37.7737,89.4971,31.9738,1.0693,63,187,,,,,,,,,,,,
0,31.8,4.8,0,3,0,0,0,0,73,183,,,,,,,,,,,,
0,32,4.8,0,3,0,0,0,0,49,205,,,,,,,,,,,,
0,32.2,4.8,0,3,0,0,0,0,41,216,,,,,,,,,,,,
0,32.4,4.8,0,3,0,0,0,0,44,230,,,,,,,,,,,,
0,32.6,4.8,0,3,0,0,0,0,46,255,,,,,,,,,,,,
0,32.8,4.8,0,3,0,0,0,0,41,255,,,,,,,,,,,,
0,33,4.8,0,3,0,0,0,0,38,255,,,,,,,,,,,,
0,33.2,4.8,0,3,0,0,0,0,42,255,,,,,,,,,,,,
0,33.4,4.8,0,3,0,0,0,0,39,255,,,,,,,,,,,,
0,33.6,4.8,0,3,0,0,0,0,48,255,,,,,,,,,,,,
0,33.8,4.8,0,3,0,0,0,0,45,255,,,,,,,,,,,,
0,34,4.8,0,3,0,0,0,0,42,255,,,,,,,,,,,,
0,34.2,4.8,0,3,0,0,0,0,74,170,,,,,,,,,,,,
2,34.4,4.8,10,0,155.3192,43.1404,20.2585,0.97,128,177,,,,,,,,,,,,
2,34.6,4.8,10,0,155.8433,41.4266,18.9,1.0237,137,236,,,,,,,,,,,,
2,34.8,4.8,7,0,156.9081,41.3231,18.9251,0.7334,128,199,,,,,,,,,,,,
2,35,4.8,7,0,157.2043,42.9933,17.5025,1.2773,132,228,,,,,,,,,,,,
2,35.2,4.8,7,0,157.958,43.4153,19.1522,1.1705,118,203,,,,,,,,,,,,
2,35.4,4.8,9,0,158.0148,41.8579,19.3555,1.0735,132,238,,,,,,,,,,,,
2,35.6,4.8,8,0,158.1049,42.1034,19.8583,1.1385,131,235,,,,,,,,,,,,
2,35.8,4.8,11,0,157.4626,41.9406,18.8978,1.3583,127,212,,,,,,,,,,,,
2,36,4.8,9,0,157.0427,41.9312,18.5078,1.1027,130,214,,,,,,,,,,,,
2,36.2,4.8,10,0,157.7009,42.5243,18.9032,1.3527,120,216,,,,,,,,,,,,
2,36.4,4.8,7,0,157.1869,42.9429,19.7184,0.7171,129,253,,,,,,,,,,,,
2,36.6,4.8,10,0,157.0547,42.4382,19.1406,0.7225,144,255,,,,,,,,,,,,
2,36.8,4.8,10,0,157.3603,41.3825,18.4837,0.9452,126,227,,,,,,,,,,,,
2,37,4.8,10,0,157.2698,42.0863,18.862,1.063,129,230,,,,,,,,,,,,
2,37.2,4.8,11,0,157.5262,42.6132,18.5176,1.2608,141,217,,,,,,,,,,,,
2,37.4,4.8,10,0,157.5036,43.0517,19.3425,1.0688,135,232,,,,,,,,,,,,
2,37.6,4.8,8,0,157.2973,41.9772,19.5318,0.9924,135,227,,,,,,,,,,,,
2,37.8,4.8,9,0,156.5677,41.1438,18.9036,1.021,141,235,,,,,,,,,,,,
2,38,4.8,10,0,157.6033,42.6321,18.2065,0.9219,119,216,,,,,,,,,,,,
2,38.2,4.8,11,0,157.714,42.1642,18.5944,1.2033,133,235,,,,,,,,,,,,
2,38.4,4.8,10,0,157.9186,42.239,18.1821,1.1026,134,254,,,,,,,,,,,,
2,38.6,4.8,9,0,157.8745,41.9936,17.3013,1.1218,119,227,,,,,,,,,,,,
2,38.8,4.8,10,0,157.5956,42.7488,18.2668,1.0843,120,227,,,,,,,,,,,,
2,39,4.8,8,0,156.9232,41.7803,19.4246,0.9958,116,243,,,,,,,,,,,,
2,39.2,4.8,10,0,157.6977,42.6789,19.1424,1.0118,125,197,,,,,,,,,,,,
2,39.4,4.8,9,0,157.033,41.7427,18.3614,0.8907,139,246,,,,,,,,,,,,
2,39.6,4.8,10,0,158.6318,41.8781,17.7637,1.3703,132,240,,,,,,,,,,,,
2,39.8,4.8,10,0,157.4624,41.9072,19.1515,0.8503,123,229,,,,,,,,,,,,
2,40,4.8,10,0,157.2229,41.1372,18.3458,1.1623,132,216,,,,,,,,,,,,
2,40.2,4.8,10,0,157.8573,42.5264,18.5095,1.592,124,225,,,,,,,,,,,,
2,40.4,4.8,8,0,157.6058,42.2643,18.5585,1.0331,129,210,,,,,,,,,,,,
2,40.6,4.8,9,0,158.5871,42.3724,18.075,1.4722,123,222,,,,,,,,,,,,
2,40.8,4.8,8,0,158.396,42.494,17.8559,1.0308,149,247,,,,,,,,,,,,
2,41,4.8,10,0,158.3255,41.1835,17.4686,1.4055,89,218,,,,,,,,,,,,
2,41.2,4.8,10,0,69.0766,28.0954,30.5275,1.5441,87,234,,,,,,,,,,,,
2,41.4,4.8,9,0,68.4562,27.4015,31.2706,0.9546,107,212,,,,,,,,,,,,
2,41.6,4.8,6,0,66.4177,27.2497,32.3694,0.7312,95,213,,,,,,,,,,,,
2,41.8,4.8,8,0,69.7914,27.7602,29.2048,1.2013,112,255,,,,,,,,,,,,
2,42,4.8,8,0,69.2334,27.27,29.9167,1.1631,106,239,,,,,,,,,,,,
2,42.2,4.8,8,0,69.7698,27.596,29.7227,0.896,98,224,,,,,,,,,,,,
1,42.4,4.8,7,0,167.042,129.8144,35.3173,0.9513,103,205,,,,,,,,,,,,
2,42.6,4.8,8,0,69.7981,27.8164,30.1368,1.1653,96,249,,,,,,,,,,,,
2,42.8,4.8,10,0,68.9977,27.8837,31.1413,0.9824,101,241,,,,,,,,,,,,
2,43,4.8,8,0,66.9713,26.6745,32.1632,0.9593,124,241,,,,,,,,,,,,
2,43.2,4.8,9,0,68.8219,26.9543,31.2129,1.003,117,255,,,,,,,,,,,,
2,43.4,4.8,8,0,69.8156,27.2482,29.9433,0.9309,110,255,,,,,,,,,,,,
2,43.6,4.8,9,0,68.9699,27.5302,30.9924,0.9651,118,222,,,,,,,,,,,,
2,43.8,4.8,8,0,69.1581,26.7085,30.0617,0.9894,97,198,,,,,,,,,,,,
0,0,5,0,3,0,0,0,0,107,241,,,,,,,,,,,,
0,0.2,5,0,3,0,0,0,0,104,255,,,,,,,,,,,,
0,0.4,5,0,3,0,0,0,0,100,255,,,,,,,,,,,,
0,0.6,5,0,3,0,0,0,0,95,255,,,,,,,,,,,,
0,0.8,5,0,3,0,0,0,0,94,255,,,,,,,,,,,,
0,1,5,0,3,0,0,0,0,99,255,,,,,,,,,,,,
0,1.2,5,0,3,0,0,0,0,96,255,,,,,,,,,,,,
0,1.4,5,0,3,0,0,0,0,100,255,,,,,,,,,,,,
1,1.6,5,6,0,1.2264,80.8106,30.0771,1.7567,99,255,,,,,,,,,,,,
0,1.8,5,0,3,0,0,0,0,100,255,,,,,,,,,,,,
0,2,5,0,3,0,0,0,0,101,255,,,,,,,,,,,,
0,2.2,5,0,3,0,0,0,0,99,255,,,,,,,,,,,,
0,2.4,5,0,3,0,0,0,0,103,255,,,,,,,,,,,,
0,2.6,5,0,3,0,0,0,0,101,255,,,,,,,,,,,,
0,2.8,5,0,3,0,0,0,0,103,255,,,,,,,,,,,,
1,3,5,6,0,11.7832,153.0223,45.4729,1.842,101,255,,,,,,,,,,,,
0,3.2,5,0,3,0,0,0,0,107,255,,,,,,,,,,,,
1,3.4,5,6,0,11.7705,154.0394,44.9749,1.5933,108,255,,,,,,,,,,,,
0,3.6,5,0,3,0,0,0,0,102,255,,,,,,,,,,,,
0,3.8,5,0,3,0,0,0,0,108,255,,,,,,,,,,,,
0,4,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,4.2,5,0,3,0,0,0,0,105,255,,,,,,,,,,,,
0,4.4,5,0,3,0,0,0,0,101,255,,,,,,,,,,,,
0,4.6,5,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,4.8,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,5,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,5.2,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,5.4,5,0,3,0,0,0,0,105,255,,,,,,,,,,,,
0,5.6,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
1,5.8,5,6,0,162.1642,91.6213,33.8783,1.4071,104,255,,,,,,,,,,,,
0,6,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,6.2,5,0,3,0,0,0,0,103,255,,,,,,,,,,,,
0,6.4,5,0,3,0,0,0,0,107,255,,,,,,,,,,,,
0,6.6,5,0,3,0,0,0,0,103,255,,,,,,,,,,,,
0,6.8,5,0,3,0,0,0,0,104,255,,,,,,,,,,,,
0,7,5,0,3,0,0,0,0,107,255,,,,,,,,,,,,
1,7.2,5,6,0,107.5022,88.8483,21.388,1.2722,105,255,,,,,,,,,,,,
0,7.4,5,0,3,0,0,0,0,105,255,,,,,,,,,,,,
0,7.6,5,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,7.8,5,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,8,5,0,3,0,0,0,0,122,255,,,,,,,,,,,,
0,8.2,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,8.4,5,0,3,0,0,0,0,124,255,,,,,,,,,,,,
0,8.6,5,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,8.8,5,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,9,5,0,3,0,0,0,0,125,255,,,,,,,,,,,,
0,9.2,5,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,9.4,5,0,3,0,0,0,0,124,255,,,,,,,,,,,,
0,9.6,5,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,9.8,5,0,3,0,0,0,0,125,255,,,,,,,,,,,,
0,10,5,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,10.2,5,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,10.4,5,0,3,0,0,0,0,124,255,,,,,,,,,,,,
0,10.6,5,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,10.8,5,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,11,5,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,11.2,5,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,11.4,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,11.6,5,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,11.8,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,12,5,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,12.2,5,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,12.4,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,12.6,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,12.8,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,13,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,13.2,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
1,13.4,5,6,0,175.3896,100.2885,21.814,1.3294,111,255,,,,,,,,,,,,
0,13.6,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,13.8,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,14,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,14.2,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
0,14.4,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,14.6,5,0,3,0,0,0,0,107,255,,,,,,,,,,,,
0,14.8,5,0,3,0,0,0,0,117,255,,,,,,,,,,,,
1,15,5,6,0,165.5127,18.1001,47.953,1.677,111,255,,,,,,,,,,,,
0,15.2,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,15.4,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
1,15.6,5,6,0,175.377,100.1396,21.3615,1.1758,109,255,,,,,,,,,,,,
0,15.8,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
0,16,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
0,16.2,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
0,16.4,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,16.6,5,0,3,0,0,0,0,108,255,,,,,,,,,,,,
0,16.8,5,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,17,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,17.2,5,0,3,0,0,0,0,108,255,,,,,,,,,,,,
0,17.4,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,17.6,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,17.8,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
0,18,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,18.2,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,18.4,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,18.6,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,18.8,5,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,19,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,19.2,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,19.4,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,19.6,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,19.8,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,20,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,20.2,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
0,20.4,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,20.6,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,20.8,5,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,21,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
1,21.2,5,6,0,97.6738,71.743,24.6301,1.6447,113,255,,,,,,,,,,,,
0,21.4,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,21.6,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,21.8,5,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,22,5,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,22.2,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,22.4,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,22.6,5,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,22.8,5,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,23,5,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,23.2,5,0,3,0,0,0,0,125,255,,,,,,,,,,,,
0,23.4,5,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,23.6,5,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,23.8,5,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,24,5,0,3,0,0,0,0,128,255,,,,,,,,,,,,
0,24.2,5,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,24.4,5,0,3,0,0,0,0,121,255,,,,,,,,,,,,
0,24.6,5,0,3,0,0,0,0,123,255,,,,,,,,,,,,
0,24.8,5,0,3,0,0,0,0,120,255,,,,,,,,,,,,
0,25,5,0,3,0,0,0,0,125,255,,,,,,,,,,,,
0,25.2,5,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,25.4,5,0,3,0,0,0,0,118,255,,,,,,,,,,,,
0,25.6,5,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,25.8,5,0,3,0,0,0,0,108,255,,,,,,,,,,,,
0,26,5,0,3,0,0,0,0,115,255,,,,,,,,,,,,
0,26.2,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,26.4,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
1,26.6,5,6,0,73.8875,90.1995,25.1511,1.8963,118,255,,,,,,,,,,,,
0,26.8,5,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,27,5,0,3,0,0,0,0,108,255,,,,,,,,,,,,
0,27.2,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,27.4,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,27.6,5,0,3,0,0,0,0,110,255,,,,,,,,,,,,
0,27.8,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,28,5,0,3,0,0,0,0,113,255,,,,,,,,,,,,
0,28.2,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,28.4,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,28.6,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,28.8,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,29,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,29.2,5,0,3,0,0,0,0,109,255,,,,,,,,,,,,
0,29.4,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,29.6,5,0,3,0,0,0,0,114,255,,,,,,,,,,,,
0,29.8,5,0,3,0,0,0,0,111,255,,,,,,,,,,,,
0,30,5,0,3,0,0,0,0,119,255,,,,,,,,,,,,
0,30.2,5,0,3,0,0,0,0,116,255,,,,,,,,,,,,
0,30.4,5,0,3,0,0,0,0,117,255,,,,,,,,,,,,
0,30.6,5,0,3,0,0,0,0,112,255,,,,,,,,,,,,
0,30.8,5,0,3,0,0,0,0,101,255,,,,,,,,,,,,
0,31,5,0,3,0,0,0,0,96,198,,,,,,,,,,,,
0,31.2,5,0,3,0,0,0,0,73,142,,,,,,,,,,,,
0,31.4,5,0,3,0,0,0,0,56,161,,,,,,,,,,,,
0,31.6,5,0,3,0,0,0,0,55,166,,,,,,,,,,,,
0,31.8,5,0,3,0,0,0,0,48,211,,,,,,,,,,,,
0,32,5,0,3,0,0,0,0,49,221,,,,,,,,,,,,
0,32.2,5,0,3,0,0,0,0,53,255,,,,,,,,,,,,
0,32.4,5,0,3,0,0,0,0,52,255,,,,,,,,,,,,
0,32.6,5,0,3,0,0,0,0,35,255,,,,,,,,,,,,
0,32.8,5,0,3,0,0,0,0,33,255,,,,,,,,,,,,
0,33,5,0,3,0,0,0,0,42,255,,,,,,,,,,,,
0,33.2,5,0,3,0,0,0,0,34,255,,,,,,,,,,,,
0,33.4,5,0,3,0,0,0,0,34,255,,,,,,,,,,,,
0,33.6,5,0,3,0,0,0,0,49,255,,,,,,,,,,,,
0,33.8,5,0,3,0,0,0,0,38,231,,,,,,,,,,,,
2,34,5,8,0,154.5442,42.0168,21.1275,1.4695,74,177,,,,,,,,,,,,
2,34.2,5,8,0,155.2648,42.2407,19.7239,1.2687,109,176,,,,,,,,,,,,
2,34.4,5,7,0,157.3909,41.0693,17.9098,1.0066,115,206,,,,,,,,,,,,
2,34.6,5,8,0,157.1567,41.6154,19.1263,1.0183,127,213,,,,,,,,,,,,
2,34.8,5,10,0,157.4996,42.7574,18.4048,1.2523,128,238,,,,,,,,,,,,
2,35,5,10,0,157.4856,41.3684,18.4544,0.8741,119,209,,,,,,,,,,,,
2,35.2,5,9,0,157.1352,42.3502,18.5587,0.5696,116,223,,,,,,,,,,,,
2,35.4,5,9,0,157.0682,41.218,18.2899,0.8207,120,215,,,,,,,,,,,,
2,35.6,5,7,0,156.7134,42.0528,18.9685,1.0327,124,232,,,,,,,,,,,,
2,35.8,5,9,0,156.5273,42.0334,18.7702,0.956,133,211,,,,,,,,,,,,
2,36,5,9,0,156.2134,42.0869,19.7414,1.1826,135,231,,,,,,,,,,,,
2,36.2,5,10,0,157.9345,42.1026,18.3835,0.9345,142,211,,,,,,,,,,,,
2,36.4,5,10,0,157.9498,42.4052,18.8447,1.4412,117,227,,,,,,,,,,,,
2,36.6,5,8,0,157.8993,41.5443,18.8866,1.0545,115,228,,,,,,,,,,,,
2,36.8,5,10,0,157.4334,41.5783,18.9777,1.1762,117,216,,,,,,,,,,,,
